s,age,PFT,relative_mean
Control,119,Needleleaf evergreen,0.43743240122945676
Control,120,Non-tree V.,0.052986441494639894
Control,120,Temperate broadleaf,0.010615054522388463
Control,120,Conifers (other),0.2078239135210161
Control,120,Pioneering broadleaf,0.2641830088602465
Control,120,Needleleaf evergreen,0.44334594580197534
Control,121,Non-tree V.,0.05211691444140057
Control,121,Temperate broadleaf,0.010326989847548235
Control,121,Conifers (other),0.20684037699686952
Control,121,Pioneering broadleaf,0.2656556426604551
Control,121,Needleleaf evergreen,0.4415054721993362
Control,122,Non-tree V.,0.05223071426571898
Control,122,Temperate broadleaf,0.010974797509088457
Control,122,Conifers (other),0.20726840083340578
Control,122,Pioneering broadleaf,0.2673524103698032
Control,122,Needleleaf evergreen,0.4384786220769283
Control,123,Non-tree V.,0.05126423667416571
Control,123,Temperate broadleaf,0.011343962812432105
Control,123,Conifers (other),0.20590445896284992
Control,123,Pioneering broadleaf,0.2804337806520256
Control,123,Needleleaf evergreen,0.42589632819412426
Control,124,Non-tree V.,0.04898288372389484
Control,124,Temperate broadleaf,0.009876436392865534
Control,124,Conifers (other),0.20327354298861253
Control,124,Pioneering broadleaf,0.2987188130521419
Control,124,Needleleaf evergreen,0.41342273017493925
Control,125,Non-tree V.,0.05127259072765093
Control,125,Temperate broadleaf,0.00852790843772063
Control,125,Conifers (other),0.19456218682385287
Control,125,Pioneering broadleaf,0.31174308132026995
Control,125,Needleleaf evergreen,0.40172265092106885
SSP1-RCP2.6,0,Non-tree V.,0
SSP1-RCP2.6,0,Temperate broadleaf,0
SSP1-RCP2.6,0,Conifers (other),0
SSP1-RCP2.6,0,Pioneering broadleaf,0
SSP1-RCP2.6,0,Needleleaf evergreen,0
SSP1-RCP2.6,1,Non-tree V.,0
SSP1-RCP2.6,1,Temperate broadleaf,0
SSP1-RCP2.6,1,Conifers (other),0
SSP1-RCP2.6,1,Pioneering broadleaf,0
SSP1-RCP2.6,1,Needleleaf evergreen,0
SSP1-RCP2.6,2,Non-tree V.,0.9046217887023839
SSP1-RCP2.6,2,Temperate broadleaf,1.3301670641961694e-4
SSP1-RCP2.6,2,Conifers (other),0.053085668156891225
SSP1-RCP2.6,2,Pioneering broadleaf,0.03536146234841801
SSP1-RCP2.6,2,Needleleaf evergreen,0.006798064085887114
SSP1-RCP2.6,3,Non-tree V.,0.8982743243066222
SSP1-RCP2.6,3,Temperate broadleaf,6.356327719136548e-4
SSP1-RCP2.6,3,Conifers (other),0.05320037050962405
SSP1-RCP2.6,3,Pioneering broadleaf,0.03718969891829922
SSP1-RCP2.6,3,Needleleaf evergreen,0.010699973493540857
SSP1-RCP2.6,4,Non-tree V.,0.8866407720043166
SSP1-RCP2.6,4,Temperate broadleaf,0.0010041257822632809
SSP1-RCP2.6,4,Conifers (other),0.05702036921712491
SSP1-RCP2.6,4,Pioneering broadleaf,0.04248309370023541
SSP1-RCP2.6,4,Needleleaf evergreen,0.012851639296060131
SSP1-RCP2.6,5,Non-tree V.,0.8714900544242888
SSP1-RCP2.6,5,Temperate broadleaf,0.001342738981985786
SSP1-RCP2.6,5,Conifers (other),0.06279514810761798
SSP1-RCP2.6,5,Pioneering broadleaf,0.04960524211945057
SSP1-RCP2.6,5,Needleleaf evergreen,0.014766816366656806
SSP1-RCP2.6,6,Non-tree V.,0.8509670824934003
SSP1-RCP2.6,6,Temperate broadleaf,0.001592419159682603
SSP1-RCP2.6,6,Conifers (other),0.07260439690670585
SSP1-RCP2.6,6,Pioneering broadleaf,0.057595560416287835
SSP1-RCP2.6,6,Needleleaf evergreen,0.01724054102392349
SSP1-RCP2.6,7,Non-tree V.,0.802922338044245
SSP1-RCP2.6,7,Temperate broadleaf,0.00226566733238942
SSP1-RCP2.6,7,Conifers (other),0.08360881660850411
SSP1-RCP2.6,7,Pioneering broadleaf,0.06664587684069945
SSP1-RCP2.6,7,Needleleaf evergreen,0.04455730117416201
SSP1-RCP2.6,8,Non-tree V.,0.7724888842632996
SSP1-RCP2.6,8,Temperate broadleaf,0.0026980264834441893
SSP1-RCP2.6,8,Conifers (other),0.09612221347584114
SSP1-RCP2.6,8,Pioneering broadleaf,0.0766070272786369
SSP1-RCP2.6,8,Needleleaf evergreen,0.05208384849877789
SSP1-RCP2.6,9,Non-tree V.,0.7382753241488434
SSP1-RCP2.6,9,Temperate broadleaf,0.003210986976045882
SSP1-RCP2.6,9,Conifers (other),0.10915305301468484
SSP1-RCP2.6,9,Pioneering broadleaf,0.08787697092192376
SSP1-RCP2.6,9,Needleleaf evergreen,0.061483664938502346
SSP1-RCP2.6,10,Non-tree V.,0.702934252231136
SSP1-RCP2.6,10,Temperate broadleaf,0.003867732925018627
SSP1-RCP2.6,10,Conifers (other),0.12186952319276777
SSP1-RCP2.6,10,Pioneering broadleaf,0.09992488632802393
SSP1-RCP2.6,10,Needleleaf evergreen,0.0714036053230538
SSP1-RCP2.6,11,Non-tree V.,0.6663480864006129
SSP1-RCP2.6,11,Temperate broadleaf,0.00457803649986196
SSP1-RCP2.6,11,Conifers (other),0.13430252196434248
SSP1-RCP2.6,11,Pioneering broadleaf,0.11313898439057121
SSP1-RCP2.6,11,Needleleaf evergreen,0.08163237074461192
SSP1-RCP2.6,12,Non-tree V.,0.6234594154691131
SSP1-RCP2.6,12,Temperate broadleaf,0.005415013021395751
SSP1-RCP2.6,12,Conifers (other),0.14434039695306392
SSP1-RCP2.6,12,Pioneering broadleaf,0.12645897445223117
SSP1-RCP2.6,12,Needleleaf evergreen,0.1003262001041961
SSP1-RCP2.6,13,Non-tree V.,0.5862477164238402
SSP1-RCP2.6,13,Temperate broadleaf,0.00625971478013781
SSP1-RCP2.6,13,Conifers (other),0.15505263598072033
SSP1-RCP2.6,13,Pioneering broadleaf,0.1410637480098619
SSP1-RCP2.6,13,Needleleaf evergreen,0.11137618480544056
SSP1-RCP2.6,14,Non-tree V.,0.5493833725755225
SSP1-RCP2.6,14,Temperate broadleaf,0.007124257818507854
SSP1-RCP2.6,14,Conifers (other),0.16472565553524904
SSP1-RCP2.6,14,Pioneering broadleaf,0.1560191495420842
SSP1-RCP2.6,14,Needleleaf evergreen,0.12274756452863654
SSP1-RCP2.6,15,Non-tree V.,0.5140256694323571
SSP1-RCP2.6,15,Temperate broadleaf,0.008026558451946365
SSP1-RCP2.6,15,Conifers (other),0.1731468934318504
SSP1-RCP2.6,15,Pioneering broadleaf,0.17125231938636296
SSP1-RCP2.6,15,Needleleaf evergreen,0.13354855929748383
SSP1-RCP2.6,16,Non-tree V.,0.4798785358081898
SSP1-RCP2.6,16,Temperate broadleaf,0.00892229387853944
SSP1-RCP2.6,16,Conifers (other),0.180607721565257
SSP1-RCP2.6,16,Pioneering broadleaf,0.1865720647636399
SSP1-RCP2.6,16,Needleleaf evergreen,0.14401938398437394
SSP1-RCP2.6,17,Non-tree V.,0.44634118666071737
SSP1-RCP2.6,17,Temperate broadleaf,0.009825891189829013
SSP1-RCP2.6,17,Conifers (other),0.18581148322794247
SSP1-RCP2.6,17,Pioneering broadleaf,0.20162383262791317
SSP1-RCP2.6,17,Needleleaf evergreen,0.1563976062935988
SSP1-RCP2.6,18,Non-tree V.,0.41618784336769077
SSP1-RCP2.6,18,Temperate broadleaf,0.01073968195129206
SSP1-RCP2.6,18,Conifers (other),0.19085652496173894
SSP1-RCP2.6,18,Pioneering broadleaf,0.21676452786742745
SSP1-RCP2.6,18,Needleleaf evergreen,0.16545142185185002
SSP1-RCP2.6,19,Non-tree V.,0.38845479810088646
SSP1-RCP2.6,19,Temperate broadleaf,0.01164662538452724
SSP1-RCP2.6,19,Conifers (other),0.1946298518325948
SSP1-RCP2.6,19,Pioneering broadleaf,0.23165858436679188
SSP1-RCP2.6,19,Needleleaf evergreen,0.17361014031519922
SSP1-RCP2.6,20,Non-tree V.,0.36286171766251485
SSP1-RCP2.6,20,Temperate broadleaf,0.012568667631629374
SSP1-RCP2.6,20,Conifers (other),0.19724882316873543
SSP1-RCP2.6,20,Pioneering broadleaf,0.24641655112603736
SSP1-RCP2.6,20,Needleleaf evergreen,0.18090424041108383
SSP1-RCP2.6,21,Non-tree V.,0.33900388018711314
SSP1-RCP2.6,21,Temperate broadleaf,0.01347289363462309
SSP1-RCP2.6,21,Conifers (other),0.19913788694347762
SSP1-RCP2.6,21,Pioneering broadleaf,0.2609112054421871
SSP1-RCP2.6,21,Needleleaf evergreen,0.18747413379259942
SSP1-RCP2.6,22,Non-tree V.,0.3162330780318873
SSP1-RCP2.6,22,Temperate broadleaf,0.014420542721193
SSP1-RCP2.6,22,Conifers (other),0.19976549300761232
SSP1-RCP2.6,22,Pioneering broadleaf,0.27526852478705555
SSP1-RCP2.6,22,Needleleaf evergreen,0.19431236145225278
SSP1-RCP2.6,23,Non-tree V.,0.2952002673801088
SSP1-RCP2.6,23,Temperate broadleaf,0.015341931419351773
SSP1-RCP2.6,23,Conifers (other),0.20037761397396614
SSP1-RCP2.6,23,Pioneering broadleaf,0.28951513298056786
SSP1-RCP2.6,23,Needleleaf evergreen,0.1995650542460037
SSP1-RCP2.6,24,Non-tree V.,0.27515691241086376
SSP1-RCP2.6,24,Temperate broadleaf,0.016268658124410283
SSP1-RCP2.6,24,Conifers (other),0.20061210361324452
SSP1-RCP2.6,24,Pioneering broadleaf,0.30340270816157094
SSP1-RCP2.6,24,Needleleaf evergreen,0.20455961768991002
SSP1-RCP2.6,25,Non-tree V.,0.25667602499580366
SSP1-RCP2.6,25,Temperate broadleaf,0.017207924719248393
SSP1-RCP2.6,25,Conifers (other),0.20024587680243439
SSP1-RCP2.6,25,Pioneering broadleaf,0.3170003587111716
SSP1-RCP2.6,25,Needleleaf evergreen,0.20886981477134184
SSP1-RCP2.6,26,Non-tree V.,0.23921369699469622
SSP1-RCP2.6,26,Temperate broadleaf,0.01812993269636101
SSP1-RCP2.6,26,Conifers (other),0.19973773114020935
SSP1-RCP2.6,26,Pioneering broadleaf,0.33008303878886963
SSP1-RCP2.6,26,Needleleaf evergreen,0.21283560037986443
SSP1-RCP2.6,27,Non-tree V.,0.22295639317620727
SSP1-RCP2.6,27,Temperate broadleaf,0.01909011836133074
SSP1-RCP2.6,27,Conifers (other),0.19849990512915366
SSP1-RCP2.6,27,Pioneering broadleaf,0.3427616138077095
SSP1-RCP2.6,27,Needleleaf evergreen,0.21669196952559847
SSP1-RCP2.6,28,Non-tree V.,0.20768908879557077
SSP1-RCP2.6,28,Temperate broadleaf,0.020087312835522356
SSP1-RCP2.6,28,Conifers (other),0.19743865150757442
SSP1-RCP2.6,28,Pioneering broadleaf,0.35468033348685507
SSP1-RCP2.6,28,Needleleaf evergreen,0.22010461337447917
SSP1-RCP2.6,29,Non-tree V.,0.1933608625130566
SSP1-RCP2.6,29,Temperate broadleaf,0.021113567159802088
SSP1-RCP2.6,29,Conifers (other),0.19629929099844878
SSP1-RCP2.6,29,Pioneering broadleaf,0.36590092044524924
SSP1-RCP2.6,29,Needleleaf evergreen,0.22332535888344301
SSP1-RCP2.6,30,Non-tree V.,0.1802794984954902
SSP1-RCP2.6,30,Temperate broadleaf,0.022199841137492224
SSP1-RCP2.6,30,Conifers (other),0.19507256089929564
SSP1-RCP2.6,30,Pioneering broadleaf,0.3762081510449069
SSP1-RCP2.6,30,Needleleaf evergreen,0.22623994842281428
SSP1-RCP2.6,31,Non-tree V.,0.16836024615381942
SSP1-RCP2.6,31,Temperate broadleaf,0.023293694047717684
SSP1-RCP2.6,31,Conifers (other),0.19364017404933218
SSP1-RCP2.6,31,Pioneering broadleaf,0.38572312645013185
SSP1-RCP2.6,31,Needleleaf evergreen,0.22898275929900047
SSP1-RCP2.6,32,Non-tree V.,0.15737243809230197
SSP1-RCP2.6,32,Temperate broadleaf,0.024407564951205652
SSP1-RCP2.6,32,Conifers (other),0.19193637982482942
SSP1-RCP2.6,32,Pioneering broadleaf,0.3947808546779515
SSP1-RCP2.6,32,Needleleaf evergreen,0.23150276245371257
SSP1-RCP2.6,33,Non-tree V.,0.1469257209386615
SSP1-RCP2.6,33,Temperate broadleaf,0.025589036033370788
SSP1-RCP2.6,33,Conifers (other),0.1906303366267606
SSP1-RCP2.6,33,Pioneering broadleaf,0.403010945882206
SSP1-RCP2.6,33,Needleleaf evergreen,0.23384396051900277
SSP1-RCP2.6,34,Non-tree V.,0.1372837882754653
SSP1-RCP2.6,34,Temperate broadleaf,0.02677399685846492
SSP1-RCP2.6,34,Conifers (other),0.18919827204425063
SSP1-RCP2.6,34,Pioneering broadleaf,0.4106277411336564
SSP1-RCP2.6,34,Needleleaf evergreen,0.23611620168816116
SSP1-RCP2.6,35,Non-tree V.,0.1284414423141381
SSP1-RCP2.6,35,Temperate broadleaf,0.028025940536355414
SSP1-RCP2.6,35,Conifers (other),0.18781907667328632
SSP1-RCP2.6,35,Pioneering broadleaf,0.4175979311613098
SSP1-RCP2.6,35,Needleleaf evergreen,0.23811560931491058
SSP1-RCP2.6,36,Non-tree V.,0.12043026238593021
SSP1-RCP2.6,36,Temperate broadleaf,0.029259968883572685
SSP1-RCP2.6,36,Conifers (other),0.1863286983156995
SSP1-RCP2.6,36,Pioneering broadleaf,0.4241255374100694
SSP1-RCP2.6,36,Needleleaf evergreen,0.2398555330047301
SSP1-RCP2.6,37,Non-tree V.,0.1130749136851752
SSP1-RCP2.6,37,Temperate broadleaf,0.030485027511510953
SSP1-RCP2.6,37,Conifers (other),0.18472967922223968
SSP1-RCP2.6,37,Pioneering broadleaf,0.4300986711553213
SSP1-RCP2.6,37,Needleleaf evergreen,0.24161170842575172
SSP1-RCP2.6,38,Non-tree V.,0.10622035044635843
SSP1-RCP2.6,38,Temperate broadleaf,0.031741115833480125
SSP1-RCP2.6,38,Conifers (other),0.18340218489091295
SSP1-RCP2.6,38,Pioneering broadleaf,0.4353966580057286
SSP1-RCP2.6,38,Needleleaf evergreen,0.24323969082351757
SSP1-RCP2.6,39,Non-tree V.,0.09997720654200379
SSP1-RCP2.6,39,Temperate broadleaf,0.03294801405116786
SSP1-RCP2.6,39,Conifers (other),0.18207700859243323
SSP1-RCP2.6,39,Pioneering broadleaf,0.4402169715775156
SSP1-RCP2.6,39,Needleleaf evergreen,0.24478079923687923
SSP1-RCP2.6,40,Non-tree V.,0.09416277930781108
SSP1-RCP2.6,40,Temperate broadleaf,0.0341867149013056
SSP1-RCP2.6,40,Conifers (other),0.18071153108160778
SSP1-RCP2.6,40,Pioneering broadleaf,0.4446188986256228
SSP1-RCP2.6,40,Needleleaf evergreen,0.24632007608365422
SSP1-RCP2.6,41,Non-tree V.,0.0886090314554372
SSP1-RCP2.6,41,Temperate broadleaf,0.035370259686752954
SSP1-RCP2.6,41,Conifers (other),0.1795559436928569
SSP1-RCP2.6,41,Pioneering broadleaf,0.4487669481356948
SSP1-RCP2.6,41,Needleleaf evergreen,0.2476978170292606
SSP1-RCP2.6,42,Non-tree V.,0.083624819024933
SSP1-RCP2.6,42,Temperate broadleaf,0.03656454225550162
SSP1-RCP2.6,42,Conifers (other),0.17824021337908144
SSP1-RCP2.6,42,Pioneering broadleaf,0.45257084116206536
SSP1-RCP2.6,42,Needleleaf evergreen,0.2489995841784185
SSP1-RCP2.6,43,Non-tree V.,0.0788509575426319
SSP1-RCP2.6,43,Temperate broadleaf,0.037720425069655665
SSP1-RCP2.6,43,Conifers (other),0.17706038825994014
SSP1-RCP2.6,43,Pioneering broadleaf,0.45616168380428795
SSP1-RCP2.6,43,Needleleaf evergreen,0.250206545323484
SSP1-RCP2.6,44,Non-tree V.,0.07434983180104496
SSP1-RCP2.6,44,Temperate broadleaf,0.03874189743005436
SSP1-RCP2.6,44,Conifers (other),0.1759332198500837
SSP1-RCP2.6,44,Pioneering broadleaf,0.45959729051534
SSP1-RCP2.6,44,Needleleaf evergreen,0.2513777604034829
SSP1-RCP2.6,45,Non-tree V.,0.07009701372454392
SSP1-RCP2.6,45,Temperate broadleaf,0.03978913472481113
SSP1-RCP2.6,45,Conifers (other),0.17485164572792414
SSP1-RCP2.6,45,Pioneering broadleaf,0.4627717506390362
SSP1-RCP2.6,45,Needleleaf evergreen,0.25249045518368646
SSP1-RCP2.6,46,Non-tree V.,0.0662206288163372
SSP1-RCP2.6,46,Temperate broadleaf,0.04085667728978878
SSP1-RCP2.6,46,Conifers (other),0.1738887283140359
SSP1-RCP2.6,46,Pioneering broadleaf,0.4655949076275914
SSP1-RCP2.6,46,Needleleaf evergreen,0.25343905795224936
SSP1-RCP2.6,47,Non-tree V.,0.06258640715395829
SSP1-RCP2.6,47,Temperate broadleaf,0.04184639540677725
SSP1-RCP2.6,47,Conifers (other),0.1728359998058754
SSP1-RCP2.6,47,Pioneering broadleaf,0.4683889946415628
SSP1-RCP2.6,47,Needleleaf evergreen,0.25434220299182914
SSP1-RCP2.6,48,Non-tree V.,0.05911205634258546
SSP1-RCP2.6,48,Temperate broadleaf,0.042811570258300874
SSP1-RCP2.6,48,Conifers (other),0.17183674129708548
SSP1-RCP2.6,48,Pioneering broadleaf,0.4709767310571586
SSP1-RCP2.6,48,Needleleaf evergreen,0.2552629010448734
SSP1-RCP2.6,49,Non-tree V.,0.05577871063887087
SSP1-RCP2.6,49,Temperate broadleaf,0.043715203057148586
SSP1-RCP2.6,49,Conifers (other),0.17085310007074517
SSP1-RCP2.6,49,Pioneering broadleaf,0.47343362952455703
SSP1-RCP2.6,49,Needleleaf evergreen,0.25621935670867746
SSP1-RCP2.6,50,Non-tree V.,0.05267317607788695
SSP1-RCP2.6,50,Temperate broadleaf,0.04458768314468362
SSP1-RCP2.6,50,Conifers (other),0.1699520421393425
SSP1-RCP2.6,50,Pioneering broadleaf,0.4757423700066827
SSP1-RCP2.6,50,Needleleaf evergreen,0.25704472863140654
SSP1-RCP2.6,51,Non-tree V.,0.04979789306151167
SSP1-RCP2.6,51,Temperate broadleaf,0.04542095296831298
SSP1-RCP2.6,51,Conifers (other),0.1691557137261829
SSP1-RCP2.6,51,Pioneering broadleaf,0.47786104740909746
SSP1-RCP2.6,51,Needleleaf evergreen,0.25776439283489827
SSP1-RCP2.6,52,Non-tree V.,0.0470584341603592
SSP1-RCP2.6,52,Temperate broadleaf,0.046048584712246834
SSP1-RCP2.6,52,Conifers (other),0.16826134138892881
SSP1-RCP2.6,52,Pioneering broadleaf,0.48001391458748216
SSP1-RCP2.6,52,Needleleaf evergreen,0.25853078374948824
SSP1-RCP2.6,53,Non-tree V.,0.04445154656963181
SSP1-RCP2.6,53,Temperate broadleaf,0.04668530051935098
SSP1-RCP2.6,53,Conifers (other),0.16755397733943866
SSP1-RCP2.6,53,Pioneering broadleaf,0.48204401462054536
SSP1-RCP2.6,53,Needleleaf evergreen,0.2592651609510284
SSP1-RCP2.6,54,Non-tree V.,0.04195753515841343
SSP1-RCP2.6,54,Temperate broadleaf,0.04732140072819337
SSP1-RCP2.6,54,Conifers (other),0.1667864966449737
SSP1-RCP2.6,54,Pioneering broadleaf,0.4838484241252428
SSP1-RCP2.6,54,Needleleaf evergreen,0.25999920194167625
SSP1-RCP2.6,55,Non-tree V.,0.039557159016565625
SSP1-RCP2.6,55,Temperate broadleaf,0.047830313101836636
SSP1-RCP2.6,55,Conifers (other),0.16618957175975668
SSP1-RCP2.6,55,Pioneering broadleaf,0.4857207491898681
SSP1-RCP2.6,55,Needleleaf evergreen,0.26070220693197893
SSP1-RCP2.6,56,Non-tree V.,0.03726042969930327
SSP1-RCP2.6,56,Temperate broadleaf,0.04835855881132824
SSP1-RCP2.6,56,Conifers (other),0.16546709840034163
SSP1-RCP2.6,56,Pioneering broadleaf,0.4874093555042206
SSP1-RCP2.6,56,Needleleaf evergreen,0.26141761618331644
SSP1-RCP2.6,57,Non-tree V.,0.03519562551671864
SSP1-RCP2.6,57,Temperate broadleaf,0.04854087175517446
SSP1-RCP2.6,57,Conifers (other),0.1647783044368766
SSP1-RCP2.6,57,Pioneering broadleaf,0.4892180438602358
SSP1-RCP2.6,57,Needleleaf evergreen,0.26218021302949757
SSP1-RCP2.6,58,Non-tree V.,0.03311663912128412
SSP1-RCP2.6,58,Temperate broadleaf,0.048659837197157045
SSP1-RCP2.6,58,Conifers (other),0.16422409020304216
SSP1-RCP2.6,58,Pioneering broadleaf,0.49107329148365186
SSP1-RCP2.6,58,Needleleaf evergreen,0.2628392005933698
SSP1-RCP2.6,59,Non-tree V.,0.031194507009944986
SSP1-RCP2.6,59,Temperate broadleaf,0.04909430324429877
SSP1-RCP2.6,59,Conifers (other),0.16362309136266293
SSP1-RCP2.6,59,Pioneering broadleaf,0.4925384659863329
SSP1-RCP2.6,59,Needleleaf evergreen,0.26354963239676255
SSP1-RCP2.6,60,Non-tree V.,0.02946501824080139
SSP1-RCP2.6,60,Temperate broadleaf,0.04910394699991778
SSP1-RCP2.6,60,Conifers (other),0.16301671183515004
SSP1-RCP2.6,60,Pioneering broadleaf,0.4941749641814674
SSP1-RCP2.6,60,Needleleaf evergreen,0.26423935874265775
SSP1-RCP2.6,61,Non-tree V.,0.02769632365708755
SSP1-RCP2.6,61,Temperate broadleaf,0.04894266908313288
SSP1-RCP2.6,61,Conifers (other),0.16258376643573544
SSP1-RCP2.6,61,Pioneering broadleaf,0.4955610111196169
SSP1-RCP2.6,61,Needleleaf evergreen,0.26495540549994023
SSP1-RCP2.6,62,Non-tree V.,0.026137621595593227
SSP1-RCP2.6,62,Temperate broadleaf,0.048397320180367236
SSP1-RCP2.6,62,Conifers (other),0.16201479188958745
SSP1-RCP2.6,62,Pioneering broadleaf,0.4972363951354816
SSP1-RCP2.6,62,Needleleaf evergreen,0.2656052813885098
SSP1-RCP2.6,63,Non-tree V.,0.02461247954262696
SSP1-RCP2.6,63,Temperate broadleaf,0.048365998307745066
SSP1-RCP2.6,63,Conifers (other),0.1614607040942509
SSP1-RCP2.6,63,Pioneering broadleaf,0.49843772504283396
SSP1-RCP2.6,63,Needleleaf evergreen,0.2662536789975903
SSP1-RCP2.6,64,Non-tree V.,0.023275295115008414
SSP1-RCP2.6,64,Temperate broadleaf,0.04805346756652696
SSP1-RCP2.6,64,Conifers (other),0.16082129849591278
SSP1-RCP2.6,64,Pioneering broadleaf,0.49944691254321005
SSP1-RCP2.6,64,Needleleaf evergreen,0.26692502245392485
SSP1-RCP2.6,65,Non-tree V.,0.021984727467755292
SSP1-RCP2.6,65,Temperate broadleaf,0.047446574061474026
SSP1-RCP2.6,65,Conifers (other),0.1603871850996057
SSP1-RCP2.6,65,Pioneering broadleaf,0.5008443367403301
SSP1-RCP2.6,65,Needleleaf evergreen,0.26759834860092924
SSP1-RCP2.6,66,Non-tree V.,0.02084964034977912
SSP1-RCP2.6,66,Temperate broadleaf,0.04700062532010119
SSP1-RCP2.6,66,Conifers (other),0.15982762990517574
SSP1-RCP2.6,66,Pioneering broadleaf,0.5019359113333899
SSP1-RCP2.6,66,Needleleaf evergreen,0.2682126580541694
SSP1-RCP2.6,67,Non-tree V.,0.0200507656316497
SSP1-RCP2.6,67,Temperate broadleaf,0.045984519983562816
SSP1-RCP2.6,67,Conifers (other),0.1595320559871616
SSP1-RCP2.6,67,Pioneering broadleaf,0.5036236077871024
SSP1-RCP2.6,67,Needleleaf evergreen,0.2694179881865943
SSP1-RCP2.6,68,Non-tree V.,0.019314456521671873
SSP1-RCP2.6,68,Temperate broadleaf,0.04532822679492569
SSP1-RCP2.6,68,Conifers (other),0.15897124591131892
SSP1-RCP2.6,68,Pioneering broadleaf,0.5048924589420162
SSP1-RCP2.6,68,Needleleaf evergreen,0.2701025494061314
SSP1-RCP2.6,69,Non-tree V.,0.01840135922201975
SSP1-RCP2.6,69,Temperate broadleaf,0.04495644988625039
SSP1-RCP2.6,69,Conifers (other),0.15849028036368557
SSP1-RCP2.6,69,Pioneering broadleaf,0.505751935970052
SSP1-RCP2.6,69,Needleleaf evergreen,0.27066114652808043
SSP1-RCP2.6,70,Non-tree V.,0.017864764156565315
SSP1-RCP2.6,70,Temperate broadleaf,0.04421723036065834
SSP1-RCP2.6,70,Conifers (other),0.15797972503084357
SSP1-RCP2.6,70,Pioneering broadleaf,0.506829168777568
SSP1-RCP2.6,70,Needleleaf evergreen,0.2713702836444567
SSP1-RCP2.6,71,Non-tree V.,0.01745761227826923
SSP1-RCP2.6,71,Temperate broadleaf,0.04347554904258142
SSP1-RCP2.6,71,Conifers (other),0.15769462469533269
SSP1-RCP2.6,71,Pioneering broadleaf,0.5075812133112437
SSP1-RCP2.6,71,Needleleaf evergreen,0.2718782898396764
SSP1-RCP2.6,72,Non-tree V.,0.016638929876959047
SSP1-RCP2.6,72,Temperate broadleaf,0.0431929645499818
SSP1-RCP2.6,72,Conifers (other),0.15716050734865497
SSP1-RCP2.6,72,Pioneering broadleaf,0.5090561159359662
SSP1-RCP2.6,72,Needleleaf evergreen,0.27325595107647854
SSP1-RCP2.6,73,Non-tree V.,0.01601896903559013
SSP1-RCP2.6,73,Temperate broadleaf,0.042687056729640974
SSP1-RCP2.6,73,Conifers (other),0.15666861273457836
SSP1-RCP2.6,73,Pioneering broadleaf,0.5098937040741846
SSP1-RCP2.6,73,Needleleaf evergreen,0.2738622434110464
SSP1-RCP2.6,74,Non-tree V.,0.015463867323048771
SSP1-RCP2.6,74,Temperate broadleaf,0.0424239780337687
SSP1-RCP2.6,74,Conifers (other),0.15626294141066577
SSP1-RCP2.6,74,Pioneering broadleaf,0.5105855238936527
SSP1-RCP2.6,74,Needleleaf evergreen,0.27439427532390365
SSP1-RCP2.6,75,Non-tree V.,0.014987742438387535
SSP1-RCP2.6,75,Temperate broadleaf,0.04243157824337408
SSP1-RCP2.6,75,Conifers (other),0.15552772130811224
SSP1-RCP2.6,75,Pioneering broadleaf,0.5112580136538836
SSP1-RCP2.6,75,Needleleaf evergreen,0.27492553034128747
SSP1-RCP2.6,76,Non-tree V.,0.01415502329969954
SSP1-RCP2.6,76,Temperate broadleaf,0.042610308414470506
SSP1-RCP2.6,76,Conifers (other),0.15491158466944102
SSP1-RCP2.6,76,Pioneering broadleaf,0.5118176820286208
SSP1-RCP2.6,76,Needleleaf evergreen,0.27546210476982985
SSP1-RCP2.6,77,Non-tree V.,0.01385014610496684
SSP1-RCP2.6,77,Temperate broadleaf,0.04239831224857417
SSP1-RCP2.6,77,Conifers (other),0.15409431900012185
SSP1-RCP2.6,77,Pioneering broadleaf,0.5126461197326944
SSP1-RCP2.6,77,Needleleaf evergreen,0.27648945450467277
SSP1-RCP2.6,78,Non-tree V.,0.013106089606438968
SSP1-RCP2.6,78,Temperate broadleaf,0.04229031935507966
SSP1-RCP2.6,78,Conifers (other),0.153492343854001
SSP1-RCP2.6,78,Pioneering broadleaf,0.5134098150513473
SSP1-RCP2.6,78,Needleleaf evergreen,0.27726672512566036
SSP1-RCP2.6,79,Non-tree V.,0.012362266758348579
SSP1-RCP2.6,79,Temperate broadleaf,0.04256790493425082
SSP1-RCP2.6,79,Conifers (other),0.15281900948797547
SSP1-RCP2.6,79,Pioneering broadleaf,0.5141216095615169
SSP1-RCP2.6,79,Needleleaf evergreen,0.2777814436519211
SSP1-RCP2.6,80,Non-tree V.,0.011754592219637
SSP1-RCP2.6,80,Temperate broadleaf,0.042625630016818676
SSP1-RCP2.6,80,Conifers (other),0.15215339479227397
SSP1-RCP2.6,80,Pioneering broadleaf,0.5146778547772097
SSP1-RCP2.6,80,Needleleaf evergreen,0.27835382118658875
SSP1-RCP2.6,81,Non-tree V.,0.011113127238059971
SSP1-RCP2.6,81,Temperate broadleaf,0.042585594756746774
SSP1-RCP2.6,81,Conifers (other),0.1516225517048132
SSP1-RCP2.6,81,Pioneering broadleaf,0.5151494156515001
SSP1-RCP2.6,81,Needleleaf evergreen,0.27892072083841335
SSP1-RCP2.6,82,Non-tree V.,0.010380434882493341
